title,brand_name,processor,memory,storage,display,product_price,special_price,emi_price,url
Asus ROG STRIX G15 G513IE 15.6 inch Full HD 144Hz Display Ryzen 7 4800H 8GB RAM 512GB SSD Gaming Laptop with RTX 3050 Ti 4GB Graphics (Eclipse Grey),Asus,"AMD Ryzen 7 4800H Processor 2.9 GHz (8M Cache, up to 4.2 GHz)","8GB DDR4 3200MHZ SO-DIMM (Extra Ram Slot Available, Memory Max 64GB)",512GB M.2 NVMe PCIe 3.0 SSD (Extra M.2 NVME PCIE SSD Slot Available),144Hz 15.6-inch FHD (1920 x 1080) 16:9 anti-glare display with Adaptive-Sync,144000,Not available,151488,https://www.techlandbd.com/asus-rog-strix-g15-g513ie-ryzen-7-gaming-laptop
Lenovo IdeaPad 3 14 inch Full HD Display Ryzen 7 5700U 8GB RAM 512GB SSD Laptop (3 years Warranty),Lenovo,"AMD Ryzen 7 5700U (8C / 16T, 1.8 GHz up to 4.3GHz, 4MB L2 / 8MB L3)",8GB 3200MHZ RAM,512GB NVMe SSD,"14 inch 1920x1080 (WxH) FHD IPS Display Brightness: 300 nits, Aspect Ratio: 16:9, Color Gamut: 45% NTSC",75500,Not available,79426,https://www.techlandbd.com/lenovo-ideapad-3-ryzen-7-5700u-laptop
Lenovo IdeaPad Slim 3i 14 Inch FHD Display Core i5 12th Gen 8GB RAM 512GB SSD Laptop,Lenovo,"Intel Core i5-1235U, 10C (2P + 8E) / 12T, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB",8GB DDR4 3200MHz RAM (Expandable upto 16GB),512GB M.2 2242 PCIe 4.0x4 NVMe SSD,"14"" FHD (1920x1080) TN 250nits Anti-glare",80500,78500,82582,https://www.techlandbd.com/lenovo-ideapad-slim-3i-12th-gen-i5-laptop-bd
LENOVO IDEAPAD FLEX 5 14ALC05 14 INCH FULL HD DISPLAY RYZEN 5 5500U 8GB RAM 512GB SSD 2 IN 1 TOUCH LAPTOP (3 years Warranty),Lenovo,"AMD Ryzen 5 5500U (6C / 12T, 2.1 / 4.0GHz, 3MB L2 / 8MB L3)",8GB Soldered DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"14 inch FHD (1920x1080) IPS 250nits Glossy, 45% NTSC, Touch, 100% SRGB",88000,87000,91524,https://www.techlandbd.com/lenovo-ideapad-flex-5-fhd-laptop
Lenovo IdeaPad Slim 3i 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop MX350 2GB Graphics (3 YEARS WARRANTY),Lenovo,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)",8GB RAM 3200MHz Single Stick ( Extra Ram Slot Available ),512GB M.2 2242 PCIe 3.0x4 NVMe SSD,"15.6"" FHD (1920x1080) 250 TN DISPLAY Anti-glare, IMR (In-Mold Decoration by Roller)",78500,Not available,82582,https://www.techlandbd.com/lenovo-ideapad-slim-3i-core-i5-8gb-ram-laptop
LENOVO IDEAPAD slim 3i 15IIL05 15.6 INCH FULL HD DISPLAY INTEL I3 10TH GEN 4GB RAM 256GB SSD LAPTOP (3 years Warranty),Lenovo,"Intel Core i3-1005G1 (2C / 4T, 1.2 / 3.4GHz, 4MB)",4GB Soldered DDR4-2666,256GB SSD M.2 2242 PCIe 3.0x2 NVMe,"15.6"" FHD (1920x1080) TN 220nits Anti-glare",47500,47000,49444,https://www.techlandbd.com/lenovo-ideapad-3-15iil05-laptop
LENOVO IDEAPAD 3 14ABA7 RYZEN 5 5625U 8GB RAM 256GB SSD 14 INCH FHD LAPTOP,Lenovo,"AMD Ryzen™ 5 5625U (6Core / 12Threads, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)",8GB DDR4 3200MHz RAM,256GB PCIe NVMe M.2 SSD,"Display Type: 14""",67000,65000,68380,https://www.techlandbd.com/lenovo-ideapad-3-14aba7-ryzen-5-laptop
Lenovo IdeaPad 3 14 inch Full HD Display Ryzen 5 5500U 8GB RAM 512GB SSD Laptop (3 years Warranty),Lenovo,AMD Ryzen 5 5500U (2.1 up to 4.0GHz) Processor,8GB 3200MHZ RAM ( 2 x 4GB ) (1 x 4GB Non-Removable),512GB NVMe SSD,"14"" FHD (1920x1080) IPS Display 300 nits, Aspect Ratio: 16:9, Color Gamut: 45% NTSC",70000,Not available,73640,https://www.techlandbd.com/lenovo-ideapad-3-ryzen-5-5500u-laptop
Lenovo IdeaPad 1 15ADA7 15.6 inch FHD Display Ryzen 3 3250U 8GB RAM 512GB SSD Laptop (3 years Warranty),Lenovo,"AMD Ryzen 3 3250U Processor (2 Cores / 4 Threads, 2.60 GHz, up to 3.50 GHz with Max Boost, 1 MB Cache L2 / 4 MB Cache L3)",8GB DDR4 RAM,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"15.6"" FHD (1920x1080) TN 220nits Anti-glare",55000,51500,54178,https://www.techlandbd.com/lenovo-ideapad-1-15ada7-laptop
Apple Macbook Pro M2 (MNEH3) 13.3 inch Retina display M2 chip 8GB RAM 256GB SSD Laptop (Space Grey),Apple,Apple M2 chip,8GB unified memory,256GB SSD,Retina display,162000,Not available,170424,https://www.techlandbd.com/apple-macbook-pro-m2-256gb-ssd-laptop-space-grey
HP 15s-fq5886TU 15.6 INCH FHD DISPLAY INTEL CORE I5 12TH GEN 8GB RAM 512GB LAPTOP,HP,"Intel Core i5-1235U Processor (12M Cache, 3.30 GHz, up to 4.40 GHz)",8 GB DDR4-3200 SDRAM (1 x 8 GB),512 GB PCIe NVMe M.2 SSD,"15.6"" diagonal, FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC",72000,Not available,75744,https://www.techlandbd.com/hp-15s-fq5886tu-i5-12th-gen-laptop
HP 15S-DU3611TU 15.6 INCH FULL HD I3 11TH GEN 4GB RAM 1 TB HDD LAPTOP,HP,"Intel® Core i3-1125G4 Processor 8M Cache, up to 3.70 GHz (4 core 8 thread)",4GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),1 TB HDD 5400 rpm SATA (Extra M.2 NVMe SSD Slot Available ),"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC",60000,57000,59964,https://www.techlandbd.com/hp-15s-du3611tu-laptop
HP PROBOOK 440 G8 14-INCH FHD IPS DISPLAY CORE I5 11TH GEN 8GB RAM 512GB SSD LAPTOP,HP,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)",8GB DDR4 RAM 3200MHz (Expandable up to 32GB),512GB M.2 NVME SSD,"14"" FHD (1920 x1080) Display, narrow bezel, anti-glare, 250 nits, 45% NTSC",87000,Not available,91524,https://www.techlandbd.com/hp-probook-440-g8-i5-11th-gen-laptop
HP 15s-eq2171AU 15.6 inch FHD Display Ryzen 3 5300U 8GB Ram 512GB SSD Laptop,HP,"AMD Ryzen 3 5300U (up to 3.8 GHz max boost clock, 4 MB L3 cache, 4 cores, 8 threads)",8 GB DDR4-3200 MHz RAM (2 x 4 GB),512 GB PCIe NVMe M.2 SSD,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080),, micro-edge, anti-glare, 250 nits, 45% NTSC",60700,Not available,63856,https://www.techlandbd.com/hp-15s-eq2171au-laptop
HP 15S-FQ3234TU 15.6 INCH FHD CELERON N4500 4GB RAM 256GB SSD LAPTOP,HP,Intel Celeron N4500-1.10 To 2.80 GHz,4GB DDR4-3200MHz RAM (1 x 4 GB) - Max Capacity 8GB,256GB PCIe NVMe™ M.2 SSD,"15.6"" diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC",47500,46000,48392,https://www.techlandbd.com/hp-15s-fq3234tu-laptop
Apple Macbook Air M2 13.6 inch Liquid Retina Display M2 chip 8GB RAM 512GB SSD Laptop (Space Gray),Apple,Not available,8GB unified memory,512GB SSD,Liquid Retina display,183000,Not available,192516,https://www.techlandbd.com/apple-macbook-air-m2-8gb-ram-512gb-laptop-space-gray
ASUS VivoBook 15 X515EA 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,Asus,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)",8GB DDR4 3200MHz SDRAM (4GB Onboard),512GB PCI-E G3 SSD (Extra HDD Slot Available),"15.6-inch, FHD (1920 x 1080) IPS 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",78000,75000,78900,https://www.techlandbd.com/asus-vivobook-15-x515ea-core-i5-8gb-laptop
Asus TUF Gaming F15 FX506LHB 15.6 inch Full HD 144Hz Display Core i5 10th Gen 8GB RAM 512GB SSD ​Gaming Laptop With GTX 1650 4GB Graphics,Asus,"Intel Core i5-10300H Processor (8M Cache, 2.50 GHz up to 4.50 GHz)",8GB 3200 MHz DDR4 (Extra Ram Slot Available),512GB NVMe PCIe SSD (Extra M.2 NVME PCIE SSD Slot Available),"15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,sRGB:62.5%,Adobe:47.1%,DCI-P3:Refresh Rate:144Hz,Value IPS-level",91900,Not available,96679,https://www.techlandbd.com/asus-tuf-gaming-f15-fx506lhb-gaming-laptop
HP 240 G8 14'' inch Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop,HP,"Intel Core i3-1005G1 Processor (4M Cache,1.20 GHz up to 3.40 GHz)",4GB DDR4 3200 MHz RAM (Extra Ram Slot Available),1TB HDD (EXTRA M.2 PCIE NVME SSD SLOT AVAILABLE),"14"" HD (1366 x 768) anti-glare LED Display",58000,Not available,61016,https://www.techlandbd.com/hp-240-g8-core-i3-10th-laptop
WALTON TAMARIND MX511G 14 INCH FULL HD DISPLAY CORE I5 11TH GEN 8GB RAM 512GB SSD LAPTOP,Walton,"Intel Core i5-1135G7 processor (0.9GHz - 2.4GHz, up to 4.2GHz)",Installed RAM : 1 x 8GB DDR4 3200MHz SODIMM RAM,"512GB M.2 2280 SSD, PCIe Gen3x4 interface","14.0"" (35.56cm) FHD (1920x1080) IPS matte LED Backlit Display with 100% sRGB",79550,75550,79479,https://www.techlandbd.com/walton-tamarind-mx11-core-i5-laptop
MSI SUMMIT E14 A11SCS 14-inch 4K Ultra HD Display Core i7 11 gen 16GB RAM 1TB SSD GTX1650 Ti Max-Q 4GB Graphics laptop,MSI,11th Gen. Intel® Core™ i7-1185G7 Processor,LPDDR4 16GB onboard,1TB NVMe PCIe Gen4x4 SSD,"14"" UHD (3840*2160), 60Hz 100% Adobe",148000,142500,149910,https://www.techlandbd.com/msi-summit-e14-a11scs-i7-laptop
MACHENIKE L15 15.6 INCH 144HZ FHD DISPLAY INTEL CORE I5 12 GEN 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX3050TI 4GB GRAPHICS,Machenike,"i5-12450H 8 core, 12 Threads. Up to 4.4 GHz",16 GB DDR4,SSD,"15.6-inch 144Hz FHD Display,",119900,114900,120875,https://www.techlandbd.com/machenike-l15-gaming-laptop
MSI SUMMIT E14 A11SCST 14-inch Full HD Display Core i7 11 gen 16GB RAM 1TB SSD GTX1650 Ti Max-Q 4GB Graphics laptop,MSI,11th Gen. Intel Core i7-1185G7 Processor,LPDDR4 16GB( 3200MHz Upgrade up to 32 GB),1TB NVMe PCIe Gen4x4 SSD,"14"" FHD (1920*1080), 60Hz 72%NTSC Finger Touch panel",156500,Not available,164638,https://www.techlandbd.com/msi-summit-e14-a11scst-i7-laptop
Walton Tamarind EX10 Pro 14-inch HD Display core i3 10 gen 8GB RAM 512GB SSD Laptop,Walton,"Intel Core i3-1005G1 10 Generation Processor 10nm, 1.20GHz, 4MB Smart Cache",8GB 2666MHz DDR4 RAM Expandable memory up to 32GB,512GB SATAIII M.2 2280 SSD SATA interface,4.0” (35.56cm) HD (1366x768) Matte LED-Backlit Display with 45% NTSC,47950,44500,46814,https://www.techlandbd.com/walton-tamarind-ex310-pro-i3-laptop
Xiaomi RedmiBook Pro 14 inch 2.5k Super FHD Plus Display Ryzen 7 5700U 16GB RAM 512GB SSD Laptop,Xiaomi,Processor Type: Ryzen 7,16GB DDR4 3200MHz RAM,512GB M.2 NVME PCIe SSD,Screen Size:14 Inch (16 : 10),78800,Not available,82898,https://www.techlandbd.com/xiaomi-redmibook-pro-14-ryzen-7-laptop
ACER EXTENSA 14 EX214-53-543W 14 INCH IPS FHD DISPLAY INTEL I5 12TH GEN 16GB RAM 512GB SSD LAPTOP (PURE SILVER),Acer,Intel Core i5-1240P (3.3GHz Up to 4.4GHz),RAM: 16GB,"512GB GEN-4 PCIe M.2 NVMe (EXTRA HDD SLOT AVAILABLE, MAX CAPACITY 2TB)","14.0"" display with IPS (In-Plane Switching)",86500,79890,84044,https://www.techlandbd.com/acer-extensa-14-ex214-53-543w-laptop
MSI Creator Z16 A11UET 16 inch QHD+ 120Hz Touch Display Core i7 11th Gen 16GB RAM 512GB SSD Gaming Laptop with RTX 3060 6GB Graphics,MSI,"Intel Core i7-11800H Processor (24M Cache, up to 4.60 GHz) Core: 8 Thread: 16",16GB (8G*2) DDR4 3200MHz,512 GB M.2 NVMe PCIe SSD ( Extra M.2 Slot Available ),"16"" QHD+ (2560*1600), 120Hz DCI-P3 100% typical, Finger Touch panel",189900,187000,196724,https://www.techlandbd.com/msi-creator-z16-a11uet-gaming-laptop
LENOVO Idea Pad 5 PRO 14 INCH IPS DISPLAY RYZEN 5 5600U 16GB RAM 512GB SSD LAPTOP WITH AMD RADEON GRAPHICS,Lenovo,"AMD Ryzen 5 5600U (6C / 12T, 2.3 / 4.2GHz, 3MB L2 / 16MB L3)",16GB Soldered DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"14 inch 2.2K (2240x1400) IPS 300nits Anti-glare, 60Hz, 100% sRGB",95000,92000,96784,https://www.techlandbd.com/lenovo-idea-pad-5-pro-ryzen-5-laptop
DELL INSPIRON 15 3525 RYZEN 3 5425U 15.6 INCH FULL HD 120HZ DISPLAY 8GB RAM 256GB SSD LAPTOP WITH RADEON GRAPHICS,Dell,AMD Ryzen 3 5425U 2.70 GHz Up to 4.10 Ghz,8GB 3200MHz DDR4 (32GB Extra Slot),256GB M.2 PCIe NVMe SSD,15.6 inch FHD 120HZ (1920 x 1080),60000,59000,62068,https://www.techlandbd.com/dell-inspiron-15-3525-ryzen-3-laptop
THUNDEROBOT ZERO 16 INCH 165HZ 2.5K DISPLAY CORE I9 12TH GEN 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS,Thunderobot,"i9-12900H 14 Cores, 20 Threads",16 GB DDR5,SSD,"16inch, QHD 2560 x 1600, 100,100sRGB% 165Hz",204000,199000,209348,https://www.techlandbd.com/thunderobot-zero-gaming-laptop
LENOVO IDEAPAD SLIM 5I PRO 14ITL-6 14 INCH ANTIGLARE DISPLAY INTEL CORE I7 11TH GEN 16GB RAM 512GB SSD LAPTOP (STORM GREY),Lenovo,Intel Core i7 Core i7 1165G7 2.80 GHz-4.70 GHz,16GB 3200 MHz DDR4,512GB SSD NVMe PCIe,14 2.2K LED Display (2240x1400) 60 Hz,150000,139000,146228,https://www.techlandbd.com/lenovo-ideapad-slim-5i-pro-14itl-6-laptop
Lenovo IdeaPad 3 15IGL 15.6 inch FHD Display Intel Celeron N4020 4GB RAM 1TB HDD Laptop (3 years Warranty),Lenovo,Intel CDC 4020 (4MB cache and 1.1 GHz up to 2.8 GHz),4GB DDR4 2666MHZ,1TB HDD (EXTRA M.2 NVME PCIE SSD SLOT AVAILABLE),"15.6"" FHD AntiGlare LED Backlight Narrow Bezel Display",36000,Not available,37872,https://www.techlandbd.com/ideapad-slim-3i-15igl-celeron-n4020-4gb-ram-laptop
LENOVO IDEAPAD GAMING 3I 15.6 INCH FHD DISPLAY INTEL I5 11TH GEN RAM 8GB 512GB SSD LAPTOP WITH RTX 3050 4GB GRAPHICS (3 years Warranty),Lenovo,"Intel® Core™ i5-11300H (4C / 8T, 3.1 / 4.4GHz, 8MB)","1x 8GB SO-DIMM DDR4-3200 ( Two DDR4 SO-DIMM slots, dual-channel capable ) Up to 16GB","512GB SSD M.2 2280 PCIe® 3.0x4 NVMe® ( Up to two drives, 2x M.2 SSD or 1x 2.5"" HDD + 1x M.2 SSD )","15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 45% NTSC, 120Hz",111000,110000,115720,https://www.techlandbd.com/lenovo-ideapad-gaming-3i-156-inch-fhd-display-intel-i5-11th-gen-ram-8gb-512gb-ssd-laptop
Lenovo ThinkPad E14 14 inch FHD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,Lenovo,"11th Generation Intel Core i5-1135G7 Processor (2.40 GHz, up to 4.20 GHz with Turbo Boost, 4 Cores, 8 Threads, 8 MB Cache)",8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe 3.0×4 NVMe,"14"" FHD (1920 x 1080) IPS, anti-glare, 250 nits",97330,89500,94154,https://www.techlandbd.com/lenovo-thinkpad-e14-gen-2-core-i5-laptop
LENOVO K14 14 INCH FULL HD DISPLAY INTEL I3 11TH GEN 8GB RAM 512GB SSD LAPTOP,Lenovo,Intel Core i3-1115G4 3.0GHz up to 4.10 GHz Processor Core 2,8GB 3200MHz DDR4,512GB M.2 2242 PCIe TLC SSD,14 Inch TN FHD (1920 x 1080),66500,Not available,69958,https://www.techlandbd.com/lenovo-k14-core-i3-11th-gen-laptop
Asus Vivobook GO E410MA 14 inch full hd display Celeron N4020 4GB RAM 512GB SSD Laptop (Star Black),Asus,Intel Celeron Processor N4020,4GB DDR4 RAM,Not available,"14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit,",47000,Not available,49444,https://www.techlandbd.com/asus-vivobook-go-n4020-14-e410ma-celeron-laptop
ASUS VIVOBOOK M1505YA-R5 7530U 15.6 INCH OLED FHD DISPLAY AMD RYZEN R5 7530U 8GB RAM 512GB SSD LAPTOP,Asus,AMD Ryzen 5 7530U (2.0 GHz upto 4.5 GHz),8GB (Onboard) DDR4 Up to 16GB,512GB PCIe Gen3 x2 M.2 SSD,15.6-inch OLED FHD (1920 x 1080),91500,Not available,96258,https://www.techlandbd.com/asus-vivobook-m1505ya-r5-7530u-amd-ryzen-r5-laptop
Asus VivoBook Pro 15 K3500PA 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop,Asus,"Intel Core i7-11370HProcessor 3.3 GHz (12M Cache, up to 4.8 GHz, 4 cores)",8GB DDR4 3200MHz onboard,512GBM.2 NVMe PCIe 3.0 SSD,"15.6-inch FHD (1920 x 1080) 16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Screen-to-body ratio: 84",115000,112000,117824,https://www.techlandbd.com/asus-vivobook-pro-15-k3500pa-laptop
Asus Vivobook X515KA 15.6 inch HD Display Celeron N4500 4GB RAM 1TB HDD Laptop,Asus,"Intel Celeron N4500 Processor (4M Cache, 1.10 GHz up to 2.80 GHz)",4GB DDR4 RAM Removable,1TB SATA 5400RPM HDD ( Extra M.2 Slot Availeble ),15.6-inch HD (1280 X 720) 16:9 aspect ratio,42000,40500,42606,https://www.techlandbd.com/asus-vivobook-x515ka-laptop
ASUS VivoBook S15 S533EQ 15.6-inch Core i7 11th Gen 16GB RAM 512GB SSD Laptop With MX350 DDR5 2GB Graphics -Indie Black,Asus,"Intel Core i7-1165G7 Processor (12M Cache, Cores- 4, Threads- 8, 2.80 GHz Turbo Speed Up to 4.7 GHz)",16GB 3200MHz DDR4 RAM (ON BOARD),512GB PCIe SSD( NVMe SSD Or Optane Memory Slot available),15.6” LED-backlit Full HD (1920 x 1080) 16:9 Frameless three-sided NanoEdge display with 86% screen-to-body ratio IPS-level wide-view technology,115000,Not available,120980,https://www.techlandbd.com/asus-vivobook-s533ea-core-i7-indie-black
Asus VivoBook Pro 15 M3500QC 15.6 inch Full HD Display Ryzen 5 5600H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,Asus,"AMD Ryzen 5 5600H (L2 3MB & L3 16MB Cache, 3.3GHz Up to 4.2GHz)",16GB DDR4 onboard,512GBM.2 NVMe PCIe 3.0 SSD,"15.6-inch FHD (1920 x 1080) 60HZ, 16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut Glossy display, Screen-to-body ratio: 84 ％",135000,132000,138864,https://www.techlandbd.com/asus-vivobook-pro-15-m3500qc-ryzen-5-laptop
Asus ZenBook Duo UX482EA 14 inch Full HD Touch Screen Dual Display Core i7 11th Gen 16GB RAM 512GB SSD Laptop,Asus,"Intel Core I7-1165G7 Processor 2.8 GHz (12M Cache, Up To 4.7 GHz, 4 Cores)",16GB 3200MHz LPDDR4X On Board,512GB M.2 NVMe PCIe 3.0 SSD,"Touch Screen, 14.0-Inch, -, FHD (1920 X 1080) 16:9, IPS-Level Panel, Anti-Glare Display, LED Backlit, 400nits, SRGB: 100%, Pantone Validated, Screen-To-Body Ratio: 93 ％, With Stylus Support",174000,Not available,183048,https://www.techlandbd.com/asus-zenbook-duo-ux482ea-i7-512ssd-laptop
ASUS ZENBOOK 14 UM425UA-R5 RYZEN R5 5500U 14.0 INCH FULL HD 8GB RAM 512GB SSD LAPTOP WITH AMD RADEON GRAPHICS,Asus,"AMD RYZEN R5 5500U 2.10GHZ, UP TO 4.00GHZ, 8MB L3 CACHE",8GB LPDDR4X RAM,512GB M.2 NVMe PCIe G3 SSD,14.0” FHD (1920X1080) IPS LEVEL PANEL,100000,93500,98362,https://www.techlandbd.com/asus-zenbook-14-um425ua-r5-laptop
ASUS ZENBOOK 14 OLED UM3402YA 14.0-INCH DISPLAY RYZEN 7 5825U 16GB RAM 512GB SSD LAPTOP,Asus,"AMD Ryzen 7 5825U Processors with Radeon Graphics ( Up to 4.5GHz , Base Clock 2.0GHz)",LPDDR4X 16GB,512GB M.2 NVMe PCIe 3.0 SSD,"14.0-inch FHD Panel OLED, 550nits peak brightness, 100% DCI-P3 color gamut, LED Backlit, VESA CERTIFIED Display HDR True Black 500, 70% less harmful blue light",139500,Not available,146754,https://www.techlandbd.com/asus-zenbook-14-oled-um3402ya-ryzen-7-laptop
ASUS ZENBOOK FLIP 14 OLED UM3402YA 14.0-INCH DISPLAY RYZEN 5 5625U 16GB RAM 512GB SSD LAPTOP,Asus,"AMD Ryzen 5 5625U Mobile Processor (6-core/12-thread, 16MB cache, up to 4.3 GHz max boost)",LPDDR4X 16GB,512GB M.2 NVMe PCIe 3.0 SSD,"14.0-Inch FHD OLED, PANAL 550nits Peak Brightness, 100% DCI-P3 Color Gamut, LED Backlit, VESA CERTIFIED Display HDR True Black 500, 70% Less Harmful Blue Light",129500,Not available,136234,https://www.techlandbd.com/asus-zenbook-14-oled-um3402ya-laptop
DELL INSPIRON 15 3520 15.6 INCH FULL HD DISPLAY INTEL I3 12TH GEN 8GB RAM 512GB SSD LAPTOP,Dell,"Intel Core i3-1215U Processor 10M Cache, up to 4.40 GHz, with IPU",8GB DDR4 RAM (Extra RAM Slot Available),512GB M.2 PCIe NVMe SSD,15.6-inch Full HD (1920 x 1080) 120Hz Anti-Glare Display,67000,65500,68906,https://www.techlandbd.com/dell-inspiron-15-3520-core-i3-12th-gen-laptop
AVITA LIBER V 14-inch Full HD Display Core i7 10th Gen 16GB RAM 1TB SSD Laptop (Champagne Gold),AVITA,"Intel Core i7-10510U Processor(8M Cache, 1.80 GHz up to 4.90 GHz)",16GB DDR4,1TB SSD,"14"" 16:9 Full HD (1920 x 1080) Anti-Glare IPS Panel with 178 degrees wide viewing angle",89000,Not available,93628,https://www.techlandbd.com/avita-liber-v-i7-10th-gen-laptop-champagne-gold
AVITA LIBER V 14-inch Full HD Display Core i7 10th Gen 16GB RAM 1TB SSD Laptop (Pearl White),AVITA,"Intel Core i7-10510U Processor(8M Cache, 1.80 GHz up to 4.90 GHz)",16GB DDR4,1TB SSD,"14"" 16:9 Full HD (1920 x 1080) Anti-Glare IPS Panel with 178 degrees wide viewing angle",90990,Not available,95721,https://www.techlandbd.com/avita-liber-v-i7-10th-gen-laptop-pearl-white
Dell Inspiron 15 3511 15.6 Full HD Display Core i5 11th Gen 8GB RAM 1TB HDD Laptop,Dell,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)",8GB DDR4 3200MHz RAM (Extra RAM Slot Available),1TB HDD(Extra M.2 NVMe SSD Slot Available ),15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-touch Narrow Border WVA Display,0,Not available,0,https://www.techlandbd.com/dell-inspiron-15-3511-core-i5-laptop
ASUS ZENBOOK S 13 OLED UP5302ZA-LX155W 13.3-INCH OLED DISPLAY INTEL I7 12TH GEN 16GB RAM 512GB SSD LAPTOP WITH IRIS XE GRAPHICS,Asus,Intel Core i7-1260P 12th Gen 2.1 GHz up to 4.7 GHz,16GB (on board) LPDDR5,512GB M.2 NVMe PCIe 4.0 Performance SSD,13.3-inch OLED 2.8K (2880 x 1800) 60Hz,179990,Not available,189349,https://www.techlandbd.com/asus-zenbook-s-13-oled-up5302za-lx155w-laptop
ASUS ZENBOOK PRO 14 DUO OLED UX8402ZA-M3031W 14.5 INCH 2.8K OLED DISPLAY INTEL CORE I7-12TH GEN 16GB RAM 1TB SSD TOUCH LAPTOP WITH IRIS XE GRAPHICS,Asus,Intel i7-12700H 12th Gen 2.3 GHz up to 4.7 GHz,16GB LPDDR5,1TB M.2 NVMe PCIe 4.0 Performance SSD,14.5-inch OLED 2.8K (2880 x 1800) 120Hz,224990,Not available,236689,https://www.techlandbd.com/asus-zenbook-pro-14-duo-oled-ux8402za-m3031w-laptop
DELL INSPIRON 16 5620 CORE I7 12TH GEN 16-INCH FULL HD PLUS DISPLAY 16GB RAM 512GB SSD GEFORCE MX570 2GB GRAPHICS LAPTOP,Dell,Core i7-1255U 3.50 GHz up to 4.70 GHz,16 GB (2 x 8 GB) DDR4 3200 MHz,Not available,"16-inch FHD+ (1920 x 1200) 60Hz, Anti-Glare, 250 nits, WVA Panel",134000,Not available,140968,https://www.techlandbd.com/dell-inspiron-16-5620-i7-laptop
Dell Inspiron 15 3511 15.6 Full HD Display Core i5 11th Gen 4GB RAM 1TB HDD Laptop with MX350 2GB Graphics,Dell,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)",4GB DDR4 3200MHz RAM (Extra RAM Slot Available),1TB HDD (Extra M.2 NVMe SSD Slot Available ),15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-touch Narrow Border WVA Display,73000,Not available,76796,https://www.techlandbd.com/dell-inspiron-15-3511-core-i5-4gb-laptop
Dell Latitude 15 3520 15.6 inch HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop,Dell,"Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)",4GB DDR4 RAM,1TB HDD,"15.6"" HD (1366 x 768) Display, Anti-Glare Non-Touch, Camera & Microphone, WLAN Capable",52000,Not available,54704,https://www.techlandbd.com/dell-latitude-3520-i3-4gb-laptop
Dell Latitude 3420 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,Dell,"11th Generation Intel Core i5-1135G7 (4C, 2.40GHz Up to 4.20GHz, 8MB)",8GB (1x8GB) 3200MHz DDR4 Up to 32GB,512GB SSD M.2 PCIe NVMe,14″ FHD (1920 x 1080) AG Non-Touch,90500,82000,86264,https://www.techlandbd.com/dell-latitude-3420-core-i5-laptop
